Title,Company,Location,Apply
Ingenieur Devops,Sopra Steria,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/ing%C3%A9nieur-devops-at-sopra-steria-3824552010?position=6&pageNum=15&refId=VGUxiCn5hdNVLQtGOTTsdw%3D%3D&trackingId=t8zCaHgyzpjcQAjmRrLoVg%3D%3D&trk=public_jobs_jserp-result_search-card
Cloud Expert Engineer with French,Acronis,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/cloud-expert-engineer-with-french-at-acronis-3892717191?position=7&pageNum=15&refId=VGUxiCn5hdNVLQtGOTTsdw%3D%3D&trackingId=vvxJqcyp8sy5RKY%2FC2ABBQ%3D%3D&trk=public_jobs_jserp-result_search-card
SAP Functional Developer (MM-SD),VEO Worldwide Services,Grand Tunis Metropolitan Area,https://tn.linkedin.com/jobs/view/sap-functional-developer-mm-sd-at-veo-worldwide-services-3927542707?position=8&pageNum=15&refId=VGUxiCn5hdNVLQtGOTTsdw%3D%3D&trackingId=TbzN3sVNbOr8uvI4vc9tcw%3D%3D&trk=public_jobs_jserp-result_search-card
Java Technical Lead,Vneuron Risk & Compliance,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/java-technical-lead-at-vneuron-risk-compliance-3818422522?position=9&pageNum=15&refId=VGUxiCn5hdNVLQtGOTTsdw%3D%3D&trackingId=YhbxgAPF25wJ0d7NtBHOFw%3D%3D&trk=public_jobs_jserp-result_search-card
Expert en science de donnees / intelligence artificielle appliquee,TEHORA inc.,Tunisia,https://tn.linkedin.com/jobs/view/expert-en-science-de-donn%C3%A9es-intelligence-artificielle-appliqu%C3%A9e-at-tehora-inc-3906699494?position=10&pageNum=15&refId=VGUxiCn5hdNVLQtGOTTsdw%3D%3D&trackingId=4JD2cTz%2BwHn1P8VL3Ry5zg%3D%3D&trk=public_jobs_jserp-result_search-card
Team Manager - EMBEDDED SW DEVELOPMENT & TESTS (Automotive Domain),Capgemini Engineering,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/team-manager-embedded-sw-development-tests-automotive-domain-at-capgemini-engineering-3915759371?position=1&pageNum=16&refId=afMdKcl1HzvV2LwK8lxwAA%3D%3D&trackingId=gdMxOmdjUjszW1%2FUFN6F0A%3D%3D&trk=public_jobs_jserp-result_search-card
Lead Data Engineer,Devoteam Tunisie,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/lead-data-engineer-at-devoteam-tunisie-3934199396?position=2&pageNum=16&refId=afMdKcl1HzvV2LwK8lxwAA%3D%3D&trackingId=je1gJseIhA28OqRuEWmJVQ%3D%3D&trk=public_jobs_jserp-result_search-card
SRE / SecOps Engineer,Vneuron Risk & Compliance,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/sre-secops-engineer-at-vneuron-risk-compliance-3837053036?position=3&pageNum=16&refId=afMdKcl1HzvV2LwK8lxwAA%3D%3D&trackingId=w7dqgqiX3nnWDbK%2FDV8gQA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior MLOps - DevOps Engineer,InstaDeep,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-mlops-devops-engineer-at-instadeep-3934922883?position=4&pageNum=16&refId=afMdKcl1HzvV2LwK8lxwAA%3D%3D&trackingId=xOtk5KVNSJLBfiIkB2%2FLEw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Cloud AWS SRE engineer,ADP,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-cloud-aws-sre-engineer-at-adp-3925721299?position=5&pageNum=16&refId=afMdKcl1HzvV2LwK8lxwAA%3D%3D&trackingId=xpqW3TPGVK0tjhVSed58Qg%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Ruby on Rails,Com-and-Dev,Sousse Metropolitan Area,https://tn.linkedin.com/jobs/view/senior-ruby-on-rails-at-com-and-dev-3525514592?position=6&pageNum=16&refId=afMdKcl1HzvV2LwK8lxwAA%3D%3D&trackingId=SNxjyOHfr9cZsfApckhTkg%3D%3D&trk=public_jobs_jserp-result_search-card
Senior MLOps - DevOps Engineer,InstaDeep,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-mlops-devops-engineer-at-instadeep-3931644909?position=8&pageNum=16&refId=afMdKcl1HzvV2LwK8lxwAA%3D%3D&trackingId=nj7fi2%2BemzoE7W3jsFnyaw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Manager IT ,Free2move,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-manager-it-%F0%9F%87%B9%F0%9F%87%B3-at-free2move-3863026391?position=9&pageNum=16&refId=afMdKcl1HzvV2LwK8lxwAA%3D%3D&trackingId=wLg8Lpf0IhXtrRltbOqhQQ%3D%3D&trk=public_jobs_jserp-result_search-card
Technical Services Consultant,Linedata,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/technical-services-consultant-at-linedata-3855382199?position=10&pageNum=16&refId=afMdKcl1HzvV2LwK8lxwAA%3D%3D&trackingId=0KpZX25u73a5qnjbaAUTGQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software Technical Writer,Vneuron Risk & Compliance,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/software-technical-writer-at-vneuron-risk-compliance-3837047808?position=1&pageNum=17&refId=m%2Fh5XouA4CEnW7Vq0ZDAgg%3D%3D&trackingId=ofw3cBnABpz7xJK72r7NVw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior QA (Cypress),Capgemini Engineering,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-qa-cypress-at-capgemini-engineering-3920632825?position=2&pageNum=17&refId=m%2Fh5XouA4CEnW7Vq0ZDAgg%3D%3D&trackingId=9%2FA%2FgjXVzeIddVjuJmBckg%3D%3D&trk=public_jobs_jserp-result_search-card
